Something crazy happened today . I was waiting for an & staring at my phone ETA . Cabs were honking & trying to pick me . #irony,0,0,0,0
lol   have fun with that im going to sit in oxford st and busk for the gay community,1,1,0,0
Glad you had a good day   and sorry I razzed you about sunscreen . Beth said I bugged you !,1,1,0,0
I was talking about your retweet of your mate   but in fairness she's right I was only playing . Yeah good thanks ! Tanned #not,0,0,0,0
Wait wait and there are the TRAPPERS on the other hand .... Niggas be like HA I RAWED U NOW YA PREGNANT #STAMPED That ass is mine 4L #N,0,0,0,0
andyandandybruce and I are super talented sign makers at 11 pm . #sarcasm #thegreatyardsale2014 instagram.com/p/nl-zZWqC0c/,0,0,0,0
Ayoo .. I'll stand out like a sore thumb there . Hahaha .. I'm not promising anything but \" if \" I'm free I'll be there . \" IF \",1,1,0,0
cont ... and then it goes to waste no one likes stale sweets . That reminds me of this cute song called Stale Cupcakes lol,0,0,0,0
WELL WELL WELL Liverpool fans ; all supporting mighty villa tomorrow ? #sarcasm #villameh,1,1,0,0
I keep seeing twitter commercials . Hahahaa . I need to get home so i can do chores and laundry . Ughh .,1,1,0,0
just got a new computer enjoying it . ughh i have alot of homeworkkk . thank godd theres only eight days left of school for me,1,1,0,0
there is nothing like working from my home,1,1,0,0
Like let's get drunk daily and be total DBags ! What a great way to live my life . #sarcasm #whatashame,0,0,0,0
Where are my curtains ?!,1,1,0,0
RT : I'm taking the piss ..... #sarcasm,0,0,0,0
off to sleep taking the day to rest from work madness ... my co wrkers shall be jealous 3day wkend again,1,1,0,0
Aww how cute,1,1,0,0
so yeah   not feeling good today at all,0,0,0,0
all in good time,1,1,0,0
hey im doin a proj on gay rights ... can u help me by tellin me ur thoughts on the subject ?? please !!!! thx,1,1,0,0
That's fantastic ! I hope you enjoyed your time here,1,1,0,0
can I ask you a question ? it's my nosy curiousity kicking in,1,1,0,0
After a great day of riding im sitting at home bored .... dream come true #not,0,0,0,0
what a lovely day ! going to enjoy the sun,1,1,0,0
My mom's leaving in three and a half hours .,0,0,0,0
yeh ive got an assignment to do . lol i didnt sleep till 1 or 2am yep tomorrows gonna be boring as . whatchu doing tonight ?,0,0,0,0
I can't wait till everyone finds out .. It's going to be fun listening to everything they're going to say .. \\n #Sarcasm #NotReady #SorryNotSorr,0,0,0,0
Thanks for the follow - right back atcha ! Check out and if you haven't already,1,1,0,0
Red   green or christmas ? Please tweet back if you have any idea what I am talking about,1,1,0,0
Lori says she'll be done by 7:30 .... we'll see,1,1,0,0
I wonder if Barcamp Sydney #5 is going to have a name change   now that we're officially not in recession ?,1,1,0,0
it's gonna be a great semester . so far   so good . FOCUSED on that one and only ... education .,1,1,0,0
COFFEE COFFEE COFFEE !! Dunkin Donuts !!,1,1,0,0
so fun . sorry about the last minute dramz . the party was so fun tho we wont remember the little bumps except the fun ones,1,1,0,0
I just love sleeping in my California King alone .. #Not I just love going to sleep upset .. #SaidNoOneEver,0,0,0,0
Google Wave sounds awesome,1,1,0,0
Oh yes   Willy Wonka sells records . \\n\\nShe'll probably win the entire series . \\n\\n #TheVoiceAU #TheBackstoryAU #sarcasm,0,0,0,0
I agree . A little too rich for my blood . Nighty night ! Tweet ya tomorrow !,1,1,0,0
is trying to figure out this twitter thingo .......,1,1,0,0
??????,1,1,0,0
You'd be better off buying a solar panel,1,1,0,0
? Streatham ;) en only for feminine countries   ? for cities and places fran ? ais   ce n'est pas facile   non !?,1,1,0,0
is a tad bit upset shes missing her hubbys soccer game,0,0,0,0
Thank you . Now we'll just have to see how long it takes me to finish the damn thing .,1,1,0,0
- What im missing .,0,0,0,0
its PayDay ! Go to bed !,1,1,0,0
#gonzpiration Genial . ( World Record Attempt in Paris live > ),1,1,0,0
#Carnthemags I'm so happy to be here at Shit-ihad ! #Not #GoPies,0,0,0,0
Good dream last night,1,1,0,0
Just seen a Cardiff fan mock the Villa over Senderos ' statement that Villa are a \" great club \" . Yes   a Cardiff fan . #irony,0,0,0,0
I'll drive #small_victory,1,1,0,0
oh   pudding's fine . plenty of thursdays have been skipped for pudding .,1,1,0,0
altho i like the familiarity i get with winxp ... i wanna go linux on my netbook   XP is incompatible and stutters/freezes alot,0,0,0,0
boo well its nearly the wkend !,1,1,0,0
Feel like shit but not allowed to go home from work ... Thanks #not #poorly,0,0,0,0
Dang that song was like Woooow !,1,1,0,0
Needs to win lotto I'm not greedy ! A million is fine . Or even just enough to clear our mortage . Buying house young = sad Bec,0,0,0,0
Bad news for Apprentice lovers   Nick ' N ' Margret has become Nick ' N ' New Person for the next series,0,0,0,0
woot ! thank you,1,1,0,0
have to say this whole following in twitter is interesting ... people come and go so fast   most want to sell something ...,1,1,0,0
thanks for being so supportive in what i most want in life mom #not,0,0,0,0
Same old   same old . Working on the blog and looking for interesting people to cyberstalk,1,1,0,0
Zoey 101 is on . I love watching old shows,1,1,0,0
is out doing sales i used to hate this but now im enjoying it,1,1,0,0
Farmer cutting the field   now I can lay in it all day,1,1,0,0
Oooooo aggressive . #RAW #sarcasm,0,0,0,0
Lugging a big bag of books home for the weekend to study . Wondering how much of each book I'll actually get through .,0,0,0,0
Your welcome .,1,1,0,0
wow   getting a tad sleepy so ima hit the head night twitter babes x,1,1,0,0
rain rain go away   come again another day ! My hair is sooooo going to go fluffy on Oxford St tonight,0,0,0,0
Having passport problems . Bolivia may or may not happen at this point,0,0,0,0
helloooo promm dress .. ahh I need to get onee :| whens yours ? debenhams av a salee x,1,1,0,0
I am looking at my first twitter screen,1,1,0,0
Baby is sleeping now . Sure nows a great time when I can't sleep cuz I gotta make bob his dinner,0,0,0,0
Far too happy I've finished my last lab of the year considering I'm ... Working in a lab for the next 12 months #irony,0,0,0,0
Watched MTV awards last   I actually enjoyed it Rob   Shia   Taylor   Kings of Leon and on and on ... oh yeah .,1,1,0,0
Maybe Ukip have a point . No more lawn fairies playing football ! Might have to vote for them . #not,0,0,0,0
would you be able to take some of these ladies off of my hands ?,1,1,0,0
he prob wil but then again it's England so who cares #not me lol,0,0,0,0
go at skool now and berfore i go at skool then i eat and so go to skool,1,1,0,0
I'm loving you tweeting whilst watching this - you going on the ep 12 after ?,1,1,0,0
I miss the planning .. no really I do  ,1,1,0,0
welcome back V ! you'll wish you haven't,1,1,0,0
Saturday   and id like to just simply slap myself . Im an idiot . Truely an idiot . .,0,0,0,0
And to bed finally   all unpacked and raging party going on next door   great to be back ! #Not,0,0,0,0
RT : Dems turn #Bensonhurst rally against the dump into a political rally . #Irony Dem Gentile voted 4 that same dump .,0,0,0,0
Such a wise move being without my allergy medicines for 2 days ... #NOT #feelinglikecrap,0,0,0,0
girls bonfire at annie's   sooo fun . loved getting to finally hang out with mindy,1,1,0,0
I have the new cd All song are amaziinngg !! The duo with miley ROCK everysong make me smile   thanks guys your the best,1,1,0,0
damn ... all of my buddies are fucked up tonight lol ! I missed out,0,0,0,0
Minty freshhh,1,1,0,0
hey ! im at home i bought a new T-shirt its black with blue and pink stars on it i loooove it,1,1,0,0
needs motivation . . . while I did work out yesterday   I also ate pizza and ice cream last night .,0,0,0,0
yay ! well done cookie,1,1,0,0
I know   I know ! Sorry ! I feel very guilty . Planning to upload old pictures that I have been meaning to share . Sorry !,0,0,0,0
Hehe !! oo thats 5 days after my birthday ! =] Wow ... have fun,1,1,0,0
my hi hat is all messed up so its hard to play lalaland on drums with out somethin wrong happening < ZERO XxTWITCHxX >,0,0,0,0
Sooo hot outside !!! I want to swim ! ... But I don't have a pool ...,0,0,0,0
is at work,0,0,0,0
I keep getting dried hairspray and perfume on them,0,0,0,0
What will I do if I don't afraid ?,1,1,0,0
take that tickets still aren't heree ! not happy at all,0,0,0,0
the weeks forecast \" sun sun sun sun oh and more sun ! \" awesun,1,1,0,0
looks awesome   i'll sign up tonight !,1,1,0,0
morning tweeps !,1,1,0,0
fuck . Flooded house . All gone .,0,0,0,0
You must really have wanted to see me .... oh wait . #not,0,0,0,0
I love how he calls me right when he wakes up in the morning ... sometimes .,1,1,0,0
S ? muy poco franc ? s . I took spanish+french in school and forget it all,0,0,0,0
if that what you think ask my followers . I do a lot talking too and they appreciate my links . I'm not for everyone . g'nite,1,1,0,0
“ : Kaile and her mom are fighting but it's yelling compliments at each other and I'm really confused lmao” literally my life,0,0,0,0
Its a very good job I'm not wanting to do any revision ... #sarcasm #grumble,0,0,0,0
aww yay ! im glad you got to meet jane again xxx,1,1,0,0
Didn't have enough time to do Ab Ripper X but DAMN   is P90X a good workout ! You'll be [ pleasantly ] surprised ! Abs after work !,1,1,0,0
no i miss mt p too   but i think im goin up there next weekend !,0,0,0,0
is online .,1,1,0,0
speechless at how ridiculous the pratts look on celebrity get me out of here ... thats Mr. & Mrs Pratt of course !,1,1,0,0
This has to be a Twitter problem . I can't see any of the userpics in my timeline via twitterberry or ubertwitter,0,0,0,0
I was watching parts of it today and I stopped watching it after the mid-interval . Ronnie's safety play was amazing #sarcas,0,0,0,0
Collaboration by MIA BAG with Viacom has led to a collection entirely inspired by the #mood and #irony of ... fb.me/2avRbIyfr,0,0,0,0
:S Hope it all works out,1,1,0,0
Interesting . Well   tomorrow's new game announcement may be interesting to some of you . Nobody's mentioned it yet   though,1,1,0,0
only want one pic 2 post and cant get it 2 post,0,0,0,0
Soooooooo #Fox . #Cosmos off last week while NASCAR added to our CO2 levels #Irony,0,0,0,0
\" you're the meaning of my life   you're the inspiration \" . thinking of phils,0,0,0,0
Forgot Sandra Bullock lives in Austin with her husband whats his face ...... My faith is restored ! Im ready to move now .,1,1,0,0
is already missing club sprint,0,0,0,0
Thats what they are saying and its wrong .. gets on my tits,1,1,0,0
Four Day Weekend,1,1,0,0
Long awkward car rides are my favorite things ever . #not,0,0,0,0
Never   Never   Never   NEVER give up HOPE ! What goes down   will come up again . Law of Nature/Universe,1,1,0,0
everyone will think you're a green-fingered god now,1,1,0,0
Just fell down the steps going to be a great night #not let the night begin intil 12,0,0,0,0
rep Orlando Dwight !! Put the city on your back we're going to the shippppp,1,1,0,0
What's the point of holding on   when everything u were holding onto gets ripped away by the one you were holding on for ? #irony #shame #late,0,0,0,0
Not off to town today now Off Tuesday instead . Another day of boredom I guess .,0,0,0,0
i was using Scrapbook but it hasn't been working lately,0,0,0,0
See   competing in the x factor can get you a career ! You get to sing in Eurovision ! #irony #Eurovision,0,0,0,0
Finished the Nicolson today ! Roll on Relaxing Time ! #relieved #littlebitsad #not,1,1,0,0
Sorry ! That should have been Frank Capra,1,1,0,0
I mean it's only like 4 months   right ?? #notlongatall #sarcasm #willmissya,0,0,0,0
Hi Welcome to DateTwit/Twitter We'd all love to see a pic ! Check this out   too :,1,1,0,0
oh ! just realised im now over 100 tweets,1,1,0,0
Move Stoner to forward and put him on the top line . He's a goal scorer and point producer . Under utilized . #SARCASM but nice setup !,0,0,0,0
-upload from early 08 ? ... i think . Life is sucky rn   I'll probably be back to normal by tuesday ...,0,0,0,0
Read for battle with the new phone system ! Apparently I have the correct cables - just the wrong sockets !,0,0,0,0
wow I'm glad I get texted this morning that I have to work tonight & the rest of the weekend . it's great to know in advance #not,0,0,0,0
Big island   out of contact for a couple days,1,1,0,0
Morning Tweets !!! Im bout to go chase after god .... oh how i love him so chk n later babes !!!,1,1,0,0
Such a joy to be here on my day off . #sarcasm (@ Bohemian Hotel Rocks on the Roof - w/ 2 others ) 4sq.com/1hq80QV,0,0,0,0
nope though i only have like a headache/sore throat and can't swallow and stuff   so doubt i'm as bad as you,0,0,0,0
I'm trying to did a ride or something . I want to go now,0,0,0,0
ooooo i did my kinokuniya shopping today,1,1,0,0
Maybe it's my fresh tee they are staring at . #not,0,0,0,0
Soaking up the sun,1,1,0,0
Ryan left to go to work,0,0,0,0
Oh fun   here comes #Reality ..... my favourite thing ! #Not :/,0,0,0,0
#Q -Tip on the Office speakers #Stockholm   Perfect way to kickstart the week !,1,1,0,0
So   I like the most worse person ever . For one   EVERYONE likes him and he's such an ass ! And only to me ! Some of his ass acts :,0,0,0,0
can't read the study from here   but if they based the study on me - um   no,1,1,0,0
CP3 just missed ... He is garbage #sarcasm,0,0,0,0
Im not sure i can afford life atm . BUT im looking to invest in my own decks . Make some money doing gigs,1,1,0,0
no worries rob   we all know what it's like when u've forgot something u need behind ... 2day went for lunch break - forgot wallet,0,0,0,0
hey sweethearts we re on the way back to germany 4pm here on monday   and we have 23grad   it means round about 75degrees ),1,1,0,0
Lost my Prada's today somewhere in Banff Its almost steak time !! Starving !!,0,0,0,0
That is exactly what I'm learning to do now . Building databases and building queries   fun stuff,1,1,0,0
Making history in the studio right now ! One Call ' 09 !,1,1,0,0
I dunno what worries me more : the number of friends tweeting #sytycd   or that I know what they are taking about,0,0,0,0
Meeting with David Suzuki's Queen of the Green : Lindsay Coulter !!! Can't wait,1,1,0,0
yay 5 more days of pure fun at school . #sarcasm,0,0,0,0
hmmm   17 replies   not one push .. I'll wait for 3.0 to go ' live ' before blaming the app ...,1,1,0,0
I love how simple things in life can pick me back up from a stupid mood   thank you,1,1,0,0
is packing and ready for an early flight tomorrow morning ! America here we come !!,1,1,0,0
lol that sucks so much that I don't know where to start,1,1,0,0
Get the fuck off of your high horse . \\n #Your #not #the #shit,0,0,0,0
: skyping dad ( 63 ) & at the same time mum ( 59 ) over msn,1,1,0,0
I love how I fell asleep at 12:40 and woke up at 3:00 and have been awake ever since .. #not,0,0,0,0
The contract is being so to speak re- written .. I'm waiting for a call from Miss Lopez manager,1,1,0,0
i feel like a loser HAPPY BELATED BOO !!!!,0,0,0,0
Gordon Gekko ? Didn't he work with once ?,1,1,0,0
pervert,1,1,0,0
Grr out of my favorite aftershave,0,0,0,0
completely correct that chicago is out performing kc right now\\n\\n #sarcasm,0,0,0,0
Wahhhhh - so sad I'm missing WordCamp - love hearing from the peeps who are there though,1,1,0,0
How did you find me out of curiosity ? What Search Term did you use ? Welcome to Twitter by the Way,1,1,0,0
I'm not exactly the greatest #dnd fan   but this might help you,1,1,0,0
I always send her an animated card   i wanted this year to be different but i failed to accomplish it,0,0,0,0
well ... right after i take a nap .,1,1,0,0
good luck !,1,1,0,0
At work,1,1,0,0
is trying something new #fb,1,1,0,0
- haha it seems he was stranded there when the water receded !,1,1,0,0
Don't forget I can do a reading for you anytime on twitter too ! or phone   or email but lotsa typing for me involved,0,0,0,0
Sanity Randwick closed about 5 months ago ! :'( This saddens me deeply as I'm in walking distance of Royal Randwick .,0,0,0,0
Is wondering why shes still up . I just cant sleep .,0,0,0,0
aww man i'm gonna have to miss freak hour today cause my laptop with dead on,0,0,0,0
HEADACHE FROM HELL .,0,0,0,0
hahaha those yellow & blue ice cubes in the piss troff look so refreshing though !! #not,0,0,0,0
me too-with Neighbours and Home&Away .. but always thought it a bit odd,1,1,0,0
Bit less then 3 hours till party Is about to curl hair . I still have stacks that needs doing XD,1,1,0,0
omg diversity MURKED . they were amazing . i hope they win,1,1,0,0
I'm watch ' s videos right now .,1,1,0,0
Gotta say   I love it when cupcake avatars show up in my follower list . . . good to be a foodie .,1,1,0,0
what's up with Angel now ?,0,0,0,0
You're a popular guy . Congrats I'm just waiting to see how many will unfollow me today ! I must be very interesting .. LOL,1,1,0,0
Aim it in the middle   use the law of averages .,1,1,0,0
Yeah   ' Save Our Countryside From Over Development ' whilst I .. er .. live in an actually BARN . #irony pic.twitter.com/sOybZiT025,0,0,0,0
just read an article where it says selena wants to become a virgin again and just wants to have sex after marriage . great .. #not,0,0,0,0
and hulu too,1,1,0,0
good morning . have a great monday   everyone .,1,1,0,0
Skeinstas*780 on CBC radio ... Not sure when but soon perhaps !,1,1,0,0
yep it wasn't too bad until last night   I think the stitches have come out or something,0,0,0,0
Today's wish : That things will get better for,1,1,0,0
hey guys im just woke up lol and im still sick,0,0,0,0
Someone should do a narwhal manga . Jedis of the sea an ' all . Or Gendy Tartakovsky should do it Smaurai Jack style,1,1,0,0
Fever   virus ... words I don't like hearing,0,0,0,0
Well this is just perfect . Just what I need #sarcasm,0,0,0,0
can't wait for tomorrow night,1,1,0,0
3 days then I'm off to Tribeca Film festival,1,1,0,0
Pretty sure I'm about to do amazing on this test ! I am so prepared !!! Math 201 is my favorite !!! #Sarcasm,0,0,0,0
how about Donald ? As in Trump . He looks like he's wearing a rug .,1,1,0,0
multiple #fail,0,0,0,0
fell asleep this afternoon and tryin to pull myself out of it . Crazy tired now lol . Hope everyone had a good weekend !! my love to you all,1,1,0,0
it was good !!! Aww I wish u couldve seen it .,0,0,0,0
I love that movie !,1,1,0,0
Its cloudy now and I can't sneak into the pool in the morning either,0,0,0,0
It's just gone up ...,1,1,0,0
\" : Greg Oden celebrates with the Eastern Conference Championship trophy . pic.twitter.com/hGetKDxrAE \" Oden may get a ring before KD ? #irony,0,0,0,0
Goodnight everybody ! Thanks for making 1st June a day to remember,1,1,0,0
I joined long ago kay   just that I forgt the pw   tts why . hehee . <3,1,1,0,0
just caught and disposed of a mouse eeeeekk,0,0,0,0
YAYYYYYY there's season 4 !!! yayyyyyyy !! I'm soooo happy ! I love Hannah Montana as well as you,1,1,0,0
ohk ( tweet deleted ),1,1,0,0
Taking alex's ass back home . Tylers taking me to the beach once again ....,1,1,0,0
hey from Canada ! Just saw u on The View ! I thought u were great . You still have that lovely \" Canadian \" way about you !,1,1,0,0
He is feeling better ! Gave him Acetaminophen . No headache   no fever   no sore throat   and belly much better ! I am a good Nurse !,1,1,0,0
I just finished making Lola's 1st birthday invitation . She's going to be 1 soon !!! WOW !!!!!!! I STILL can't believe it !,0,0,0,0
I hope kenny keeps kicking my seat i reaply enjoy it #not #h8you,0,0,0,0
I have 16hrs at Wegmans one week & 14 the next so one might say I'm making bank lol #not,0,0,0,0
Aww   I'll actually be in Austin for a wedding on the 4th . Boohoo ... you won't be there .,0,0,0,0
watchin my fave movie with my new teddy bear haha Man G lame !,1,1,0,0
so why have you only just followed me on twitter . #badfriend #slut #loveyoureally #not,0,0,0,0
Whoo   Vanessa Your Getting There   Only 8 More Followers,1,1,0,0
chillin ... Niquayi is bakk,1,1,0,0
nightmares suck good luck with sleep v . 2 !!,0,0,0,0
just spilt tea . damn .,0,0,0,0
\" But you're just so cool   run your hand through your hair   absent mindedly making me want you . \" - Taylor Swift,1,1,0,0
Great time to live in the Bay Area and make some serious tech dollars . #sarcasm #postproduction #editing #arsepuppets pic.twitter.com/zI23CXk4YA,0,0,0,0
Everybody say byeeeeee to the unfollowers lol you'll be missed #sike #NOT,0,0,0,0
Just need to get through the next three days and then I'm up   up and away,1,1,0,0
omg sore stomach feell really sick,0,0,0,0
lol not a problem !! scorpio eh ? lol ... should have known ... that explains so much when's your bday ?,1,1,0,0
its 5am ive been lying in bed for 4hrs now and still no sleep i have counted sheep and everything ... nothing !,0,0,0,0
#US #NSA seeks Twitter sarcasm detector - but are completely flummoxed by #Irony bbc.co.uk/news/technolog…,0,0,0,0
Got up late   aw man thats more time wasted now . Gota get in the zone,0,0,0,0
It's ok though I worked out and then ate a shit load of cookies . And now I'm over it !,1,1,0,0
: ugh im out of the loop,0,0,0,0
Life has way more meaning than to just one thing . Its more   way more .,1,1,0,0
Holy Hell   I don't remember secured transactions at all,0,0,0,0
DOOO ITTT,1,1,0,0
15 hrs of sleep . Was really tired to the bone so to speak .,1,1,0,0
S/O to who said he'd stay awake until I got home and didnt .  #YoureTheBest #Not,0,0,0,0
And here is the crazy drivers ' web site,1,1,0,0
All the credit goes to the guy who thought that tribute up   but yeah   it was beautiful . He'll be sorely missed . Even by ninjas .,0,0,0,0
My bus just passed the c o-o perative funeralcare   the guy working in there could not have looked more miserable   gave me a death stare #irony,1,1,0,0
Gettin ready for work,0,0,0,0
Need to send emails to 100 000 contacts ? Check out EmailUnlimited on,1,1,0,0
I love being slave girl while is at school #not,0,0,0,0
getting ready,1,1,0,0
There seems to be some way to do it   a few shops sell graphic design work Might be good to ask about etiquette for digital work ?,1,1,0,0
Can't wait to see you   rob and taylor on Sunday ... anxious to see the trailer,1,1,0,0
Yah why not just all wear bandeaus and short shorts to school #not,0,0,0,0
All done : case   rucksack   large carrier . God knows how it will come back ! voddy and ciggy in the garden cos I've earnt it !,1,1,0,0
im listen music !! lol yeah !! all the day !,1,1,0,0
bugger   forgot about that   won't be going   next week . Gods I feel crap,0,0,0,0
My daily morning commute was not detoured by school buses .,1,1,0,0
of course ! what a surprise that i always find the ones that dont ! And i am not that good at cleaning either,0,0,0,0
Hello to you   as well ! Very nice to meet you . Hope your weekend's going really well,1,1,0,0
You know what I would love to see more of on FB right now ? Prom pictures . #sarcasm,0,0,0,0
RT : Once they see you're doing better without them   that's when they want you back . #irony,1,1,0,0
I cant sleep,0,0,0,0
I know . I need to ' man up ' and slow down when the colds arrive ... #Not Hope you're ok ? ( no cold   etc ) Have a super day :-),0,0,0,0
At the Indy Car races . It will be awesome . Danica all the way !!!!!,1,1,0,0
yooou ! i was like chuffed when you replied ! ha xxx,1,1,0,0
havent been on twitter all day ... and jus checkin in to say goodnight haha,1,1,0,0
My room is a techno dance floor . Webcamming my life at this moment seems tempting . People might learn a few new dance moves .,1,1,0,0
I'm literally sitting here   on my phone like the rest of the people in this waiting room . Our generation .,0,0,0,0
“ : dude you look a nice bit like lol #Irony ”,0,0,0,0
Bollocks ! The steering has just died on the van . Managed to limp into work and now waiting for RAC . Oh yes   I forgot my butties as well,0,0,0,0
It's just so funny when you take a picture draw a penis is someone's mouth . So funny . #sarcasm,0,0,0,0
you probably shouldn't be on the computer in a lightening storm,1,1,0,0
go to iga house ..,1,1,0,0
is bringing apology cookies on the train this morning for Evelyn ! I'm sorry I missed your show !,0,0,0,0
I have AWESOME sisters . #sarcasm,0,0,0,0
My mum said I'm not even close to being 20 :D And that my mentality is not even of a 19 year old . #flattered #sarcasm,0,0,0,0
oh sorry ! you gonna be around i have like a crap ton ! or i can always mail you one with some comics and stuff,1,1,0,0
I've never subtweeted anyone ... Unlike SOME other people ... #irony #justkidding #subtweet,0,0,0,0
Just waiting for may 24th ..,1,1,0,0
- This pic is AMAZING ! I wish I could be there !,1,1,0,0
Going for a drive then will definitely be getting stuck into my work !,1,1,0,0
Reparing my 4G3   but I'm missing one little screw for the feathering shaft Oh well   Terence will have a new one here in a week .,0,0,0,0
Last free night before being on call for a week Wish I could stop thinking about it and enjoy the evening .,0,0,0,0
sweeeeet ! i just emailed you ! thanks,1,1,0,0
Ya I'm really looking forward to my 5am rise and shine #NOT,0,0,0,0
you lucky duck ! I really wanted to go this year but I'll be omw back from NYC when #bonnaroo starts no phish superjam for meh,0,0,0,0
Going to go see Night At The Museum 2 tonight,1,1,0,0
--,1,1,0,0
okay   breakdown just started playing on my iPod   and it's REALLY loud ... but i don't care cause my bro's the only other one home !,1,1,0,0
Can't wait to get this lecture when I get home #not #leavemealone #fml,0,0,0,0
good luck your interview,1,1,0,0
No !!!! Its raining !!! there goes our plans for a barbecue !,0,0,0,0
I called American Express and an Indian answered the phone #Murica #Irony,0,0,0,0
Did you catch the xbox announcements last night ? Some excellent stuff coming out,1,1,0,0
Aww I look forward to seeing the promos   and I hope that you have an amazing time on loveline your absolutley the best Munn !!,1,1,0,0
“ : Be sure you get in all those sunset instagrams before the sun explodes in 4.5 billion years . ” Look at your next tweet #irony,0,0,0,0
Hola chick i need more followers < NOELLE >,1,1,0,0
yeah   I should take his pic   he stays in a cafe for quite long,0,0,0,0
I really miss my class now . I wanna go back to school,0,0,0,0
it's soo sunny ! I don't want to go to work   bbq tomorrow,1,1,0,0
“ : #irony pic.twitter.com/HmK6nl3eRv” how come u understood irony last year ?,0,0,0,0
i have a tummy acke,0,0,0,0
I'm trying out Digsby that supports IM+Email+Social Networks ..,1,1,0,0
is sad to miss \" Fete de la Musique \" this year,0,0,0,0
aww   congrats .,1,1,0,0
Why the names in english is ( or are ? xD ) more beatiful that in spanish ? Yes ! My english is very defcient,0,0,0,0
The lad i was goin on a \" date \" with isnt goin now,0,0,0,0
- Getting Doug to lobby for a late work-time tomorrow . That's my accomplishment .,1,1,0,0
Ok beloved twitter friends   I'm done for the night & will excuse myself this #FollowFriday   coz I have a busy day ahead-but i love u all,1,1,0,0
Yeah big lumbering slow heavyweights are much more entertaining than fast   powerful   skillfull and classy super middles . #not,0,0,0,0
Blip'd this earlier and had to blip it again ! Turn it up people ! ?,1,1,0,0
yay im beating you in followers,1,1,0,0
Thnx I have a way with them ... * Sarcastically * Lol #NOT !,0,0,0,0
my car is totaled i suppose you don't actually know how much you love your piece of shit car until it'll cost you $2500 to get fixed .,0,0,0,0
RT : I love how mature you are #sarcasm,0,0,0,0
LCBO strike = lame I hope it doesn't last toooooo long . I mean   I don't have THAT much alcohol at home .,0,0,0,0
p.s. some loose ends with site launches . one is in my abw sig   they will be announced on monday,1,1,0,0
im glad that u r all right yeah i'm fine rigth now . thanks !,1,1,0,0
miss u hope ur having fun,1,1,0,0
owhh I love you baby,0,0,0,0
I think your brilliant babe ; i dont kno how u manage your hectic lifestyle and be a gr8 mum your a real inspiration x,1,1,0,0
didnt think addressing all of these cards would take as long as making them did . grrr ... #MailArt,0,0,0,0
islam the peace for the people ... #not iTS a baberian pedo .,0,0,0,0
Yay ! I just joined Twitter Now how does it work ?,1,1,0,0
Good ... they are not so idiots after all ..,1,1,0,0
Umm ... the sun is hiding after a glorious week of sunny ray . What's happened to this \" summer \" weather . Exam in 1 and half hours-French,0,0,0,0
i might sound insensitive   but that was actually a cool thing to see ...,1,1,0,0
