0	needs motivation . . . while I did work out yesterday , I also ate pizza and ice cream last night .
1	yay ! well done cookie
0	I know , I know ! Sorry ! I feel very guilty . Planning to upload old pictures that I have been meaning to share . Sorry !
1	Hehe !! oo thats 5 days after my birthday ! =] Wow ... have fun
0	my hi hat is all messed up so its hard to play lalaland on drums with out somethin wrong happening < ZERO XxTWITCHxX >
0	Sooo hot outside !!! I want to swim ! ... But I don't have a pool ...
0	is at work
0	I keep getting dried hairspray and perfume on them
1	What will I do if I don't afraid ?
0	take that tickets still aren't heree ! not happy at all
1	the weeks forecast " sun sun sun sun oh and more sun ! " awesun
1	looks awesome , i'll sign up tonight !
1	morning tweeps !
0	fuck . Flooded house . All gone .
0	You must really have wanted to see me .... oh wait . #not
1	I love how he calls me right when he wakes up in the morning ... sometimes .
0	S ? muy poco franc ? s . I took spanish+french in school and forget it all
1	if that what you think ask my followers . I do a lot talking too and they appreciate my links . I'm not for everyone . g'nite
0	“ : Kaile and her mom are fighting but it's yelling compliments at each other and I'm really confused lmao” literally my life
0	Its a very good job I'm not wanting to do any revision ... #sarcasm #grumble
1	aww yay ! im glad you got to meet jane again xxx
0	
1	Didn't have enough time to do Ab Ripper X but DAMN , is P90X a good workout ! You'll be [ pleasantly ] surprised ! Abs after work !
0	no i miss mt p too , but i think im goin up there next weekend !
1	is online .
1	speechless at how ridiculous the pratts look on celebrity get me out of here ... thats Mr. & Mrs Pratt of course !
0	This has to be a Twitter problem . I can't see any of the userpics in my timeline via twitterberry or ubertwitter
0	I was watching parts of it today and I stopped watching it after the mid-interval . Ronnie's safety play was amazing #sarcas
0	Collaboration by MIA BAG with Viacom has led to a collection entirely inspired by the #mood and #irony of ... fb.me/2avRbIyfr
1	:S Hope it all works out
1	Interesting . Well , tomorrow's new game announcement may be interesting to some of you . Nobody's mentioned it yet , though
0	only want one pic 2 post and cant get it 2 post
0	Soooooooo #Fox . #Cosmos off last week while NASCAR added to our CO2 levels #Irony
0	" you're the meaning of my life , you're the inspiration " . thinking of phils
1	Forgot Sandra Bullock lives in Austin with her husband whats his face ...... My faith is restored ! Im ready to move now .
0	is already missing club sprint
1	Thats what they are saying and its wrong .. gets on my tits
1	Four Day Weekend
0	Long awkward car rides are my favorite things ever . #not
1	Never , Never , Never , NEVER give up HOPE ! What goes down , will come up again . Law of Nature/Universe
1	everyone will think you're a green-fingered god now
0	Just fell down the steps going to be a great night #not let the night begin intil 12
1	rep Orlando Dwight !! Put the city on your back we're going to the shippppp
0	What's the point of holding on , when everything u were holding onto gets ripped away by the one you were holding on for ? #irony #shame #late
0	Not off to town today now Off Tuesday instead . Another day of boredom I guess .
0	i was using Scrapbook but it hasn't been working lately
0	See , competing in the x factor can get you a career ! You get to sing in Eurovision ! #irony #Eurovision
1	Finished the Nicolson today ! Roll on Relaxing Time ! #relieved #littlebitsad #not
1	Sorry ! That should have been Frank Capra
0	I mean it's only like 4 months , right ?? #notlongatall #sarcasm #willmissya
1	Hi Welcome to DateTwit/Twitter We'd all love to see a pic ! Check this out , too :
1	oh ! just realised im now over 100 tweets
0	Move Stoner to forward and put him on the top line . He's a goal scorer and point producer . Under utilized . #SARCASM but nice setup !
0	-upload from early 08 ? ... i think . Life is sucky rn , I'll probably be back to normal by tuesday ...
0	Read for battle with the new phone system ! Apparently I have the correct cables - just the wrong sockets !
0	wow I'm glad I get texted this morning that I have to work tonight & the rest of the weekend . it's great to know in advance #not
1	Big island , out of contact for a couple days
1	Morning Tweets !!! Im bout to go chase after god .... oh how i love him so chk n later babes !!!
0	Such a joy to be here on my day off . #sarcasm (@ Bohemian Hotel Rocks on the Roof - w/ 2 others ) 4sq.com/1hq80QV
0	nope though i only have like a headache/sore throat and can't swallow and stuff , so doubt i'm as bad as you
0	I'm trying to did a ride or something . I want to go now
1	ooooo i did my kinokuniya shopping today
0	Maybe it's my fresh tee they are staring at . #not
1	Soaking up the sun
0	Ryan left to go to work
0	Oh fun , here comes #Reality ..... my favourite thing ! #Not :/
1	#Q -Tip on the Office speakers #Stockholm , Perfect way to kickstart the week !
0	So , I like the most worse person ever . For one , EVERYONE likes him and he's such an ass ! And only to me ! Some of his ass acts :
1	can't read the study from here , but if they based the study on me - um , no
0	CP3 just missed ... He is garbage #sarcasm
1	Im not sure i can afford life atm . BUT im looking to invest in my own decks . Make some money doing gigs
0	no worries rob , we all know what it's like when u've forgot something u need behind ... 2day went for lunch break - forgot wallet
1	hey sweethearts we re on the way back to germany 4pm here on monday , and we have 23grad , it means round about 75degrees )
0	Lost my Prada's today somewhere in Banff Its almost steak time !! Starving !!
1	That is exactly what I'm learning to do now . Building databases and building queries , fun stuff
1	Making history in the studio right now ! One Call ' 09 !
0	I dunno what worries me more : the number of friends tweeting #sytycd , or that I know what they are taking about
1	Meeting with David Suzuki's Queen of the Green : Lindsay Coulter !!! Can't wait
0	yay 5 more days of pure fun at school . #sarcasm
1	hmmm , 17 replies , not one push .. I'll wait for 3.0 to go ' live ' before blaming the app ...
1	I love how simple things in life can pick me back up from a stupid mood , thank you
1	is packing and ready for an early flight tomorrow morning ! America here we come !!
1	lol that sucks so much that I don't know where to start
0	Get the fuck off of your high horse . \n #Your #not #the #shit
1	: skyping dad ( 63 ) & at the same time mum ( 59 ) over msn
0	I love how I fell asleep at 12:40 and woke up at 3:00 and have been awake ever since .. #not
1	The contract is being so to speak re- written .. I'm waiting for a call from Miss Lopez manager
0	i feel like a loser HAPPY BELATED BOO !!!!
1	Gordon Gekko ? Didn't he work with once ?
1	pervert
0	Grr out of my favorite aftershave
0	completely correct that chicago is out performing kc right now\n\n #sarcasm
1	Wahhhhh - so sad I'm missing WordCamp - love hearing from the peeps who are there though
1	How did you find me out of curiosity ? What Search Term did you use ? Welcome to Twitter by the Way
1	I'm not exactly the greatest #dnd fan , but this might help you
0	I always send her an animated card , i wanted this year to be different but i failed to accomplish it
1	well ... right after i take a nap .
1	good luck !
1	At work
1	is trying something new #fb
1	- haha it seems he was stranded there when the water receded !
0	Don't forget I can do a reading for you anytime on twitter too ! or phone , or email but lotsa typing for me involved
0	Sanity Randwick closed about 5 months ago ! :'( This saddens me deeply as I'm in walking distance of Royal Randwick .
0	Is wondering why shes still up . I just cant sleep .
0	aww man i'm gonna have to miss freak hour today cause my laptop with dead on
0	HEADACHE FROM HELL .
0	hahaha those yellow & blue ice cubes in the piss troff look so refreshing though !! #not
1	me too-with Neighbours and Home&Away .. but always thought it a bit odd
1	Bit less then 3 hours till party Is about to curl hair . I still have stacks that needs doing XD
1	omg diversity MURKED . they were amazing . i hope they win
1	I'm watch ' s videos right now .
1	Gotta say , I love it when cupcake avatars show up in my follower list . . . good to be a foodie .
0	what's up with Angel now ?
1	You're a popular guy . Congrats I'm just waiting to see how many will unfollow me today ! I must be very interesting .. LOL
1	Aim it in the middle , use the law of averages .
0	Yeah , ' Save Our Countryside From Over Development ' whilst I .. er .. live in an actually BARN . #irony pic.twitter.com/sOybZiT025
0	just read an article where it says selena wants to become a virgin again and just wants to have sex after marriage . great .. #not
1	and hulu too
1	good morning . have a great monday , everyone .
1	Skeinstas*780 on CBC radio ... Not sure when but soon perhaps !
0	yep it wasn't too bad until last night , I think the stitches have come out or something
1	Today's wish : That things will get better for
0	hey guys im just woke up lol and im still sick
1	Someone should do a narwhal manga . Jedis of the sea an ' all . Or Gendy Tartakovsky should do it Smaurai Jack style
0	Fever , virus ... words I don't like hearing
0	Well this is just perfect . Just what I need #sarcasm
1	can't wait for tomorrow night
1	3 days then I'm off to Tribeca Film festival
0	Pretty sure I'm about to do amazing on this test ! I am so prepared !!! Math 201 is my favorite !!! #Sarcasm
1	how about Donald ? As in Trump . He looks like he's wearing a rug .
0	multiple #fail
1	fell asleep this afternoon and tryin to pull myself out of it . Crazy tired now lol . Hope everyone had a good weekend !! my love to you all
0	it was good !!! Aww I wish u couldve seen it .
1	I love that movie !
0	Its cloudy now and I can't sneak into the pool in the morning either
1	It's just gone up ...
0	" : Greg Oden celebrates with the Eastern Conference Championship trophy . pic.twitter.com/hGetKDxrAE " Oden may get a ring before KD ? #irony
1	Goodnight everybody ! Thanks for making 1st June a day to remember
1	I joined long ago kay , just that I forgt the pw , tts why . hehee . <3
0	just caught and disposed of a mouse eeeeekk
1	YAYYYYYY there's season 4 !!! yayyyyyyy !! I'm soooo happy ! I love Hannah Montana as well as you
1	ohk ( tweet deleted )
1	Taking alex's ass back home . Tylers taking me to the beach once again ....
1	hey from Canada ! Just saw u on The View ! I thought u were great . You still have that lovely " Canadian " way about you !
1	He is feeling better ! Gave him Acetaminophen . No headache , no fever , no sore throat , and belly much better ! I am a good Nurse !
0	I just finished making Lola's 1st birthday invitation . She's going to be 1 soon !!! WOW !!!!!!! I STILL can't believe it !
0	I hope kenny keeps kicking my seat i reaply enjoy it #not #h8you
0	I have 16hrs at Wegmans one week & 14 the next so one might say I'm making bank lol #not
0	Aww , I'll actually be in Austin for a wedding on the 4th . Boohoo ... you won't be there .
1	watchin my fave movie with my new teddy bear haha Man G lame !
0	so why have you only just followed me on twitter . #badfriend #slut #loveyoureally #not
1	Whoo , Vanessa Your Getting There , Only 8 More Followers
1	chillin ... Niquayi is bakk
0	nightmares suck good luck with sleep v . 2 !!
0	just spilt tea . damn .
1	" But you're just so cool , run your hand through your hair , absent mindedly making me want you . " - Taylor Swift
0	Great time to live in the Bay Area and make some serious tech dollars . #sarcasm #postproduction #editing #arsepuppets pic.twitter.com/zI23CXk4YA
0	Everybody say byeeeeee to the unfollowers lol you'll be missed #sike #NOT
1	Just need to get through the next three days and then I'm up , up and away
0	omg sore stomach feell really sick
1	lol not a problem !! scorpio eh ? lol ... should have known ... that explains so much when's your bday ?
0	its 5am ive been lying in bed for 4hrs now and still no sleep i have counted sheep and everything ... nothing !
0	#US #NSA seeks Twitter sarcasm detector - but are completely flummoxed by #Irony bbc.co.uk/news/technolog…
0	Got up late , aw man thats more time wasted now . Gota get in the zone
1	It's ok though I worked out and then ate a shit load of cookies . And now I'm over it !
0	: ugh im out of the loop
1	Life has way more meaning than to just one thing . Its more , way more .
0	Holy Hell , I don't remember secured transactions at all
1	DOOO ITTT
1	15 hrs of sleep . Was really tired to the bone so to speak .
0	S/O to who said he'd stay awake until I got home and didnt .  #YoureTheBest #Not
1	And here is the crazy drivers ' web site
0	All the credit goes to the guy who thought that tribute up , but yeah , it was beautiful . He'll be sorely missed . Even by ninjas .
1	My bus just passed the c o-o perative funeralcare , the guy working in there could not have looked more miserable , gave me a death stare #irony
0	Gettin ready for work
1	Need to send emails to 100,000 contacts ? Check out EmailUnlimited on
0	I love being slave girl while is at school #not
1	getting ready
1	There seems to be some way to do it , a few shops sell graphic design work Might be good to ask about etiquette for digital work ?
1	Can't wait to see you , rob and taylor on Sunday ... anxious to see the trailer
0	Yah why not just all wear bandeaus and short shorts to school #not
1	All done : case , rucksack , large carrier . God knows how it will come back ! voddy and ciggy in the garden cos I've earnt it !
1	im listen music !! lol yeah !! all the day !
0	bugger , forgot about that , won't be going , next week . Gods I feel crap
1	My daily morning commute was not detoured by school buses .
0	of course ! what a surprise that i always find the ones that dont ! And i am not that good at cleaning either
1	Hello to you , as well ! Very nice to meet you . Hope your weekend's going really well
0	You know what I would love to see more of on FB right now ? Prom pictures . #sarcasm
1	RT : Once they see you're doing better without them , that's when they want you back . #irony
0	I cant sleep
0	I know . I need to ' man up ' and slow down when the colds arrive ... #Not Hope you're ok ? ( no cold , etc ) Have a super day :-)
1	At the Indy Car races . It will be awesome . Danica all the way !!!!!
1	yooou ! i was like chuffed when you replied ! ha xxx
1	havent been on twitter all day ... and jus checkin in to say goodnight haha
1	My room is a techno dance floor . Webcamming my life at this moment seems tempting . People might learn a few new dance moves .
0	I'm literally sitting here , on my phone like the rest of the people in this waiting room . Our generation .
0	“ : dude you look a nice bit like lol #Irony ”
0	Bollocks ! The steering has just died on the van . Managed to limp into work and now waiting for RAC . Oh yes , I forgot my butties as well
0	It's just so funny when you take a picture draw a penis is someone's mouth . So funny . #sarcasm
1	you probably shouldn't be on the computer in a lightening storm
1	go to iga house ..
0	is bringing apology cookies on the train this morning for Evelyn ! I'm sorry I missed your show !
0	I have AWESOME sisters . #sarcasm
0	My mum said I'm not even close to being 20 :D And that my mentality is not even of a 19 year old . #flattered #sarcasm
1	oh sorry ! you gonna be around i have like a crap ton ! or i can always mail you one with some comics and stuff
0	I've never subtweeted anyone ... Unlike SOME other people ... #irony #justkidding #subtweet
1	Just waiting for may 24th ..
1	- This pic is AMAZING ! I wish I could be there !
1	Going for a drive then will definitely be getting stuck into my work !
0	Reparing my 4G3 , but I'm missing one little screw for the feathering shaft Oh well , Terence will have a new one here in a week .
0	Last free night before being on call for a week Wish I could stop thinking about it and enjoy the evening .
1	sweeeeet ! i just emailed you ! thanks
0	Ya I'm really looking forward to my 5am rise and shine #NOT
0	you lucky duck ! I really wanted to go this year but I'll be omw back from NYC when #bonnaroo starts no phish superjam for meh
1	Going to go see Night At The Museum 2 tonight
1	--
1	okay , breakdown just started playing on my iPod , and it's REALLY loud ... but i don't care cause my bro's the only other one home !
0	Can't wait to get this lecture when I get home #not #leavemealone #fml
1	good luck your interview
0	No !!!! Its raining !!! there goes our plans for a barbecue !
0	I called American Express and an Indian answered the phone #Murica #Irony
1	Did you catch the xbox announcements last night ? Some excellent stuff coming out
1	Aww I look forward to seeing the promos , and I hope that you have an amazing time on loveline your absolutley the best Munn !!
0	“ : Be sure you get in all those sunset instagrams before the sun explodes in 4.5 billion years . ” Look at your next tweet #irony
1	Hola chick i need more followers < NOELLE >
0	yeah , I should take his pic , he stays in a cafe for quite long
0	I really miss my class now . I wanna go back to school
1	it's soo sunny ! I don't want to go to work , bbq tomorrow
0	“ : #irony pic.twitter.com/HmK6nl3eRv” how come u understood irony last year ?
0	i have a tummy acke
1	I'm trying out Digsby that supports IM+Email+Social Networks ..
0	is sad to miss " Fete de la Musique " this year
1	aww , congrats .
0	Why the names in english is ( or are ? xD ) more beatiful that in spanish ? Yes ! My english is very defcient
0	The lad i was goin on a " date " with isnt goin now
1	- Getting Doug to lobby for a late work-time tomorrow . That's my accomplishment .
1	Ok beloved twitter friends , I'm done for the night & will excuse myself this #FollowFriday , coz I have a busy day ahead-but i love u all
0	Yeah big lumbering slow heavyweights are much more entertaining than fast , powerful , skillfull and classy super middles . #not
1	Blip'd this earlier and had to blip it again ! Turn it up people ! ?
1	yay im beating you in followers
0	Thnx I have a way with them ... * Sarcastically * Lol #NOT !
0	my car is totaled i suppose you don't actually know how much you love your piece of shit car until it'll cost you $2500 to get fixed .
0	RT : I love how mature you are #sarcasm
0	LCBO strike = lame I hope it doesn't last toooooo long . I mean , I don't have THAT much alcohol at home .
1	p.s. some loose ends with site launches . one is in my abw sig , they will be announced on monday
1	im glad that u r all right yeah i'm fine rigth now . thanks !
1	miss u hope ur having fun
0	owhh I love you baby
1	I think your brilliant babe ; i dont kno how u manage your hectic lifestyle and be a gr8 mum your a real inspiration x
0	didnt think addressing all of these cards would take as long as making them did . grrr ... #MailArt
0	islam the peace for the people ... #not iTS a baberian pedo .
1	Yay ! I just joined Twitter Now how does it work ?
1	Good ... they are not so idiots after all ..
0	Umm ... the sun is hiding after a glorious week of sunny ray . What's happened to this " summer " weather . Exam in 1 and half hours-French
1	i might sound insensitive , but that was actually a cool thing to see ...
0	This new trackball got me feeling like a million bucks ! Too bad my fone cant git right
1	Enjoying a quite evening , the guests went out for a dinner , so it's only S and me again
0	still sick skipping church and maybe calling off work . Sooo did everyone get their mom a present or at least a call ? hmmm ?
0	The have slumped their way out of first place in the NL East . Because battles are always fought better up hill .. #sarcasm
1	literaly can't wait for new moon ... LOVE YOU !! You're gorgeous !!! I'm so excited
1	nah noone is tryna hire me ... and I just do nothin all day ... and yeah I'm still in love minus the boyfriend disease
0	so most things then
0	Going less then 10 mph on the 17 is always fun right #not
0	Looks like another stellar weekend for my UFC main card predictions . #NOT
1	catty is honestly awesome thanks bbe thats really helped me out i will take that all into consideration
0	I'm freezing Could someone please turn on the sun ??
1	tweeting about hair mishaps is one thing .... twitpiccing ...... pic of the finshed product please
1	Thanks ! Hope you had a great breakfast
0	High Plains delusions of grandeur : Cindy Hill publishes " Little Red book " , looks about 50% crazier . #WY #Irony m.trib.com/news/state-and…
1	define twitter : A big AIM room for everyOne to see Our conversatiOns , haha
0	Its 4 am and my night is not over yet .. This is just awesome #not
0	kids are on holidays
0	: Suarez crying after the Palace game ... Couldn't have happened to a nicer bloke #sarcasm #mufc
0	what the hell . Aunts dog just died . If any of you have seen Marley and Me , it was just like that . They had to put it down last night sorry
1	immediately after busting out of the razz event . Obviously .
0	Modi came to power by bashing Gandhi dynasty , now they are talking his partnership with Pranav Mistry like Rajiv had with Pitroda #irony
1	Daily Green has the answer to all my questions
0	I have the weekend off work and don't get paid till next week ! Hate being skint so this weekend will be a waste and boring #woopwoop #not
1	If I am too #serious about #Jesus , well its coz I am ! Wait , no ! I'M #NOT SERIOUS #ENOUGH ! I #want #to #give #MORE
0	i didn't go bowling . Heads still not right . Struggling drinking 1 blue . #not #like #me
1	Josh Turner was AMAZINGNESS !! Now tony is makin my night complete ! Gonna get flown to NY for free .. can u compete ? uhh NO !
0	when these schools closed the neighborhoods followed #Detroitblight I blame our wonderful governors #sarcasm
1	The oreo vanilla bean coolatta from dd is literally heaven #mhmgood
0	I think its hilarious that certain folk on nat radio from FF/FG/L talk about SF policies destroying the country #lolz #irony #todaysor
1	I'm sure the sockey was just swatting at it as it went over head but it got him in the mouth no less .
1	First blog post in a while , I needed something to kickstart me off , thank the lord for KFC's new media ignorance -
0	veency is not working with 3.0
0	MATE I HAVE ONE but i cant eat it ... bloody braces
1	still updating my multiply's site
1	Nite Nite Everyone ! Over and Out !!
0	pissed about that , still searching for a theatre thats not sold out . Doesn't look like i'll make it on opening night
0	Work today !
0	with lu and stav .. and i have to get picked up 30 min Beat ilhan on bubbles .. !! ahhaha
0	I did that once , though my jar had ? 300 in it Good times ! Good luck chum !
0	The play presentation button on the " Learn Grails " page grails.org/learn pops up a blank screen with no presentation . #irony
0	Got a killer sunburn doing the summer reading project . It hurts all the time .
0	hey havent seen you in ages ! we original 105 girls must catch up sometime ? life was fun back then , now its all stupid uni work
0	Always nice when people get in a relationship/engaged/married and forget about their friends who have known them longer than the boy . #not
0	Plans ruined for Warped Tour ... still going but like i said .. its all ruined
0	Tonight was a complete fucking waste ..
0	No one likes my hint Try it without the spaces .
1	No hurry
0	ooo thanks for the music ! Rocked out to a little on my commute this morning . wish i could make the concert
0	you wouldn't know cause you haven't seen me in years ... actually i just don't have hips
0	Thank You Russell . Very Much . You played so great in the fourth . #not #Stupid
0	Are you going to be doing any more Melbourne shows , i wasnt able to get tickets to the shows you have out and would loveee to come
0	" Mean old daddy(s ) " ... LOL !! Gotta go ... work calls -- Joni Mitchell - Carey
0	So I might be going to RoseWood for a little bit to sort out my head again and get me back to taking my meds properly etc #ThanksMum #Not
0	#cheersfortgeupdatesboys #isolation #sarcasm
0	Yes , because cleaning my room is exactly what I want to be doing right now . #NOT #It'sSoNiceOut #Mad
1	awww I love me some charlies we are enjoying some lucky food LOL
0	Pierce . Brooklyn . All class . #sarcasm
1	50 txt acronyms parents need to know
0	She kind of is , but I think the person that is making her so is going away for a long time . We shall see .
1	Suck it
0	I don't always watch #nhl hockey . But when I do , I root for the !!!!! #WeWantTheCup #leastinterestingmanintheworld #kidding #not
1	Mine do , but they're homeschooled !
1	Get 100 followers a day using Once you add everyone you are on the train or pay vip
0	Why do you have me on snap chat if your not goona reply -.- #not #making #any #sense
0	awww Well I'd be happy to look it over and NOT pick it apart . Maybe sing your praises ? You know you deserve them
1	could be worse
1	.. now I remember it . I also had shorts , a cap and shades on I was crusin for a stylin ' - he was crusin ' for a brusin '
0	What happened ?
0	seriously love when I'm talking to someone & realize they aren't even listening . #not
0	Apparently me dancing is an open invitation to grab my ass #not #YesAllWomen
